index,bus_i,name,lat,lon
1416,7764,36101960700,42.332,-77.659
1417,7769,36101961200,42.348,-77.307
1418,7771,36101961400,42.409,-77.23
1419,7780,36101962300,42.138,-77.141
1420,7789,36103110102,40.861,-73.449
1421,7790,36103110200,40.883,-73.435
1422,7794,36103110501,40.888,-73.358
1423,7795,36103110502,40.874,-73.364
1424,7796,36103110600,40.904,-73.343
1425,7799,36103110901,40.864,-73.424
1426,7800,36103110902,40.853,-73.422
1427,7801,36103111001,40.868,-73.414
1428,7803,36103111100,40.838,-73.42
1429,7806,36103111300,40.872,-73.39
1430,7808,36103111402,40.841,-73.385
1431,7822,36103111900,40.82,-73.434
1432,7829,36103112206,40.78,-73.424
1433,7835,36103122300,40.737,-73.416
1434,7836,36103122403,40.748,-73.386
1435,7838,36103122405,40.765,-73.36
1436,7840,36103122501,40.747,-73.357
1437,7842,36103122601,40.756,-73.334
1438,7845,36103122704,40.765,-73.352
1439,7849,36103122801,40.756,-73.309
1440,7850,36103122802,40.739,-73.315
1441,7857,36103123201,40.715,-73.422
1442,7858,36103123202,40.704,-73.406
1443,7860,36103123302,40.693,-73.407
1444,7861,36103123401,40.707,-73.394
1445,7863,36103123500,40.679,-73.416
1446,7865,36103123701,40.686,-73.401
1447,7889,36103135002,40.869,-73.165
1448,7890,36103135003,40.872,-73.146
1449,7899,36103135205,40.821,-73.283
1450,7901,36103135209,40.817,-73.25
1451,7905,36103135401,40.843,-73.161
1452,7908,36103145602,40.793,-73.256
1453,7910,36103145604,40.784,-73.255
1454,7912,36103145701,40.813,-73.214
1455,7914,36103145703,40.795,-73.216
1456,7921,36103145901,40.757,-73.286
1457,7922,36103145902,40.762,-73.271
1458,7925,36103146002,40.755,-73.254
1459,7927,36103146102,40.757,-73.239
1460,7929,36103146105,40.771,-73.231
1461,7930,36103146106,40.769,-73.239
1462,7944,36103146606,40.771,-73.135
1463,7945,36103146607,40.774,-73.096
1464,7950,36103146614,40.799,-73.061
1465,7976,36103147804,40.755,-73.072
1466,7977,36103147901,40.758,-73.052
1467,7979,36103158001,40.953,-73.119
1468,7980,36103158002,40.931,-73.133
1469,7981,36103158006,40.889,-73.126
1470,7982,36103158007,40.91,-73.121
1471,7985,36103158011,40.908,-73.087
1472,7997,36103158202,40.926,-73.065
1473,8000,36103158206,40.942,-73.068
1474,8016,36103158402,40.954,-72.88
1475,8020,36103158408,40.954,-72.918
1476,8033,36103158605,40.823,-73.07
1477,8043,36103158710,40.876,-72.875
1478,8049,36103158900,40.768,-73.022
1479,8051,36103159102,40.775,-72.985
1480,8054,36103159106,40.808,-72.925
1481,8056,36103159108,40.809,-72.974
1482,8079,36103169704,40.924,-72.762
1483,8080,36103169800,40.925,-72.669
1484,8111,36105950200,41.939,-74.797
1485,8114,36105950500,41.824,-74.738
1486,8117,36105950800,41.784,-74.624
1487,8120,36105951100,41.7,-74.553
1488,8121,36105951200,41.588,-74.435
1489,8122,36105951300,41.585,-74.521
1490,8129,36105952100,41.76,-75.004
1491,8130,36105952200,41.679,-74.994
1492,8131,36105952300,41.584,-74.983
1493,8132,36105952400,41.539,-74.889
1494,8133,36105952500,41.493,-74.812
1495,8134,36107020100,42.296,-76.177
1496,8135,36107020200,42.232,-76.332
1497,8136,36107020300,42.133,-76.182
1498,8157,36109001400,42.446,-76.391
1499,8158,36109001500,42.507,-76.47
1500,8159,36109001600,42.518,-76.623
1501,8162,36109001900,42.355,-76.379
1502,8163,36109002000,42.475,-76.297
1503,8164,36109002100,42.522,-76.345
1504,8165,36109002200,42.588,-76.337
1505,8167,36111950100,42.125,-73.992
1506,8168,36111950200,42.076,-73.952
1507,8169,36111950300,42.053,-73.955
1508,8174,36111951000,41.946,-74.267
1509,8177,36111951300,41.995,-73.975
1510,8178,36111951400,41.961,-73.984
1511,8181,36111951700,41.927,-73.982
1512,8190,36111952600,41.838,-73.996
1513,8206,36111954500,41.716,-74.342
1514,8208,36111954700,41.729,-74.482
1515,8209,36111954800,41.721,-74.397
1516,8210,36111954900,42.037,-73.969
1517,8211,36111955000,41.835,-74.308
1518,8212,36111955300,42.054,-74.371
1519,8216,36113070300,43.317,-73.657
1520,8217,36113070400,43.32,-73.639
1521,8218,36113070500,43.311,-73.631
1522,8221,36113070701,43.337,-73.664
1523,8225,36113071000,43.326,-73.803
1524,8243,36115088000,43.229,-73.56
1525,8255,36117020302,43.08,-77.283
1526,8257,36117020402,43.217,-77.192
1527,8258,36117020500,43.163,-77.194
1528,8259,36117020600,43.085,-77.189
1529,8261,36117020800,43.252,-77.048
1530,8264,36117021100,43.042,-77.109
1531,8265,36117021200,43.038,-77.083
1532,8266,36117021400,43.064,-76.993
1533,8267,36117021501,43.243,-76.889
1534,8268,36117021502,43.269,-76.769
1535,8269,36117021600,43.168,-76.829
1536,8270,36117021700,43.074,-76.836
1537,8271,36117021800,43.084,-76.871
1538,8275,36119000201,40.92,-73.899
1539,8277,36119000203,40.915,-73.904
1540,8278,36119000300,40.932,-73.896
1541,8279,36119000401,40.937,-73.898
1542,8280,36119000402,40.944,-73.897
1543,8281,36119000500,40.939,-73.889
1544,8282,36119000600,40.944,-73.889
1545,8284,36119000702,40.969,-73.889
1546,8285,36119000801,40.961,-73.881
1547,8286,36119000802,40.957,-73.876
1548,8287,36119000803,40.952,-73.886
1549,8288,36119000900,40.974,-73.87
1550,8289,36119001000,40.937,-73.885
1551,8291,36119001102,40.931,-73.884
1552,8294,36119001302,40.912,-73.889
1553,8295,36119001303,40.915,-73.894
1554,8303,36119001600,40.943,-73.876
1555,8304,36119001700,40.949,-73.863
1556,8305,36119001800,40.959,-73.867
1557,8306,36119001900,40.965,-73.866
1558,8308,36119002101,40.978,-73.835
1559,8310,36119002104,40.962,-73.836
1560,8312,36119002106,40.974,-73.828
1561,8314,36119002201,40.955,-73.835
1562,8315,36119002202,40.946,-73.842
1563,8318,36119002300,40.938,-73.862
1564,8321,36119002403,40.92,-73.851
1565,8322,36119002404,40.924,-73.856
1566,8323,36119002405,40.927,-73.861
1567,8324,36119002600,40.896,-73.828
1568,8327,36119002900,40.906,-73.84
1569,8328,36119003000,40.909,-73.844
1570,8331,36119003300,40.906,-73.825
1571,8333,36119003500,40.911,-73.848
1572,8336,36119003800,40.924,-73.839
1573,8338,36119004000,40.915,-73.832
1574,8339,36119004100,40.915,-73.82
1575,8340,36119004200,40.921,-73.825
1576,8342,36119004400,40.928,-73.824
1577,8343,36119004500,40.931,-73.836
1578,8344,36119004600,40.941,-73.834
1579,8345,36119004700,40.939,-73.824
1580,8348,36119005001,40.977,-73.802
1581,8349,36119005002,40.967,-73.807
1582,8350,36119005100,40.955,-73.813
1583,8351,36119005200,40.942,-73.809
1584,8352,36119005300,40.916,-73.807
1585,8358,36119005901,40.908,-73.777
1586,8359,36119005902,40.908,-73.769
1587,8361,36119006100,40.905,-73.793
1588,8366,36119006600,40.93,-73.797
1589,8370,36119006900,40.956,-73.753
1590,8371,36119007000,40.936,-73.762
1591,8372,36119007100,40.926,-73.753
1592,8374,36119007300,40.958,-73.74
1593,8380,36119007800,40.992,-73.666
1594,8381,36119007900,40.999,-73.674
1595,8382,36119008000,41.002,-73.664
1596,8386,36119008302,41.033,-73.687
1597,8387,36119008401,40.976,-73.726
1598,8389,36119008404,40.965,-73.715
1599,8391,36119008602,41.047,-73.722
1600,8392,36119008700,41.043,-73.745
1601,8393,36119008800,41.035,-73.758
1602,8394,36119008901,41.043,-73.766
1603,8395,36119008902,41.053,-73.757
1604,8396,36119009000,41.041,-73.773
1605,8398,36119009200,41.023,-73.777
1606,8399,36119009300,41.03,-73.77
1607,8400,36119009400,41.029,-73.762
1608,8402,36119009600,41.012,-73.767
1609,8403,36119009701,41.002,-73.755
1610,8404,36119009702,41.021,-73.745
1611,8405,36119009703,41.002,-73.736
1612,8406,36119009800,40.979,-73.762
1613,8408,36119010000,41.004,-73.793
1614,8409,36119010100,40.984,-73.799
1615,8410,36119010200,40.991,-73.871
1616,8411,36119010300,40.988,-73.882
1617,8412,36119010400,41.017,-73.87
1618,8413,36119010500,41.011,-73.862
1619,8415,36119010701,40.995,-73.84
1620,8416,36119010702,41.001,-73.809
1621,8417,36119010801,41.019,-73.814
1622,8418,36119010803,41.031,-73.798
1623,8419,36119010804,41.02,-73.792
1624,8420,36119010901,41.061,-73.792
1625,8421,36119010902,41.05,-73.782
1626,8422,36119010903,41.043,-73.804
1627,8423,36119011000,41.069,-73.815
1628,8424,36119011101,41.055,-73.834
1629,8426,36119011200,41.054,-73.814
1630,8427,36119011300,41.035,-73.858
1631,8428,36119011400,41.066,-73.854
1632,8429,36119011500,41.074,-73.861
1633,8430,36119011600,41.085,-73.864
1634,8432,36119011800,41.125,-73.819
1635,8433,36119011902,41.083,-73.784
1636,8434,36119012000,41.103,-73.794
1637,8436,36119012102,41.12,-73.776
1638,8437,36119012200,41.138,-73.783
1639,8438,36119012301,41.069,-73.76
1640,8439,36119012303,41.127,-73.718
1641,8443,36119012502,41.28,-73.583
1642,8445,36119012600,41.253,-73.653
1643,8447,36119012802,41.231,-73.7
1644,8449,36119013000,41.204,-73.739
1645,8450,36119013102,41.166,-73.74
1646,8453,36119013201,41.136,-73.843
1647,8454,36119013202,41.155,-73.837
1648,8455,36119013301,41.161,-73.866
1649,8456,36119013304,41.148,-73.863
1650,8457,36119013400,41.161,-73.851
1651,8458,36119013500,41.172,-73.844
1652,8459,36119013600,41.174,-73.866
1653,8460,36119013700,41.179,-73.846
1654,8462,36119013900,41.21,-73.893
1655,8463,36119014000,41.263,-73.945
1656,8464,36119014100,41.278,-73.929
1657,8467,36119014400,41.299,-73.905
1658,8468,36119014500,41.284,-73.91
1659,8469,36119014604,41.249,-73.944
1660,8470,36119014605,41.241,-73.919
1661,8473,36119014701,41.314,-73.927
1662,8474,36119014703,41.321,-73.877
1663,8477,36119014805,41.219,-73.809
1664,8480,36119014809,41.257,-73.785
1665,8488,36119015000,41.334,-73.575
1666,8489,36119981000,41.084,-73.811
1667,8491,36119983000,41.243,-73.677
1668,8493,36119985000,41.046,-73.7
1669,8495,36121970200,42.826,-78.249
1670,8503,36121971000,42.563,-78.386
1671,8506,36123150200,42.712,-77.076
1672,8508,36123150400,42.608,-77.115
1673,8513,PSEG Hudson Generating Station,40.748,-74.072
1674,8523,Bergen Generating Station,40.837,-74.024
1675,8748,34003006300,40.814,-73.991
1676,8750,34003007002,40.972,-73.949
1677,8767,34003015200,40.907,-73.977
1678,8773,34003017200,40.943,-74.134
1679,8839,34003036100,40.86,-74.056
1680,8864,34003044201,41.052,-74.133
1681,9563,34017010800,40.659,-74.103
1682,9599,34017014800,40.772,-74.046
1683,9611,34017015802,40.782,-74.014
1684,9654,34017032400,40.793,-74.013
1685,9829,34023003600,40.59,-74.22
1686,9969,34025803400,40.342,-74.077
1687,10395,34031256802,41.143,-74.335
1688,12280,42069110600,41.555,-75.51
1689,12673,42083420400,41.967,-78.634
1690,13557,42115032600,41.831,-75.867
1691,75578,9001070300,41.163,-73.209
1692,75580,9001070600,41.175,-73.189
1693,76428,50007002200,44.545,-73.153
1694,76453,Indian Point 2,41.27,-73.952
1695,76454,Indian Point 3,41.27,-73.952
1696,76455,Indian Point 3,41.27,-73.951
1697,76456,Oswego Harbor Power,43.458,-76.531
1698,76457,Charles Poletti,40.775,-73.91
1699,76458,James A Fitzpatrick,43.52,-76.407
1700,76460,Somerset Operating Co LLC,43.358,-78.604
1701,76462,Nine Mile Point Nuclear Station,43.52,-76.409
1702,76463,Bowline Point,41.203,-73.968
1703,76464,Bowline Point,41.203,-73.967
1704,76466,Roseton Generating Facility,41.573,-73.965
1705,76467,Roseton Generating Facility,41.573,-73.964
1706,76470,Selkirk Cogen,42.573,-73.858
1707,76472,Northport,40.923,-73.341
1708,76473,Northport,40.923,-73.34
1709,76475,Arthur Kill Generating Station,40.591,-74.199
1710,76476,E F Barrett,40.616,-73.647
1711,76478,Athens Generating Plant,42.272,-73.848
1712,76479,Blenheim Gilboa,42.441,-74.447
1713,76483,Astoria Generating Station,40.787,-73.912
1714,76484,Astoria Generating Station,40.787,-73.911
1715,76485,Bethpage Power Plant,40.746,-73.498
1716,76487,Empire Generating Co  LLC,42.624,-73.749
1717,76488,Ravenswood,40.758,-73.945
1718,76490,Astoria Energy,40.782,-73.895
1719,76491,500MW CC,40.788,-73.906
1720,76492,500MW CC,40.788,-73.905
1721,76493,Sithe Independence Station,43.494,-76.45
1722,76496,Astoria Gas Turbines,40.786,-73.904
1723,76497,Astoria Gas Turbines,40.786,-73.903
1724,76509,Saranac Facility,44.712,-73.455
1725,76514,Covanta Hempstead,40.738,-73.59
1726,76515,Covanta Hempstead,40.738,-73.589
1727,76517,Danskammer Generating Station,41.57,-73.974
1728,76518,Danskammer Generating Station,41.57,-73.973
1729,76526,Robert Moses Power Dam,45.003,-74.798
1730,76528,Holtsville,40.816,-73.065
1731,76530,Fortistar North Tonawanda,43.047,-78.853
1732,76533,Port Jefferson,40.949,-73.078
1733,76540,Rensselaer Cogen,42.624,-73.749
1734,76542,Lockport Energy Associates LP,43.161,-78.744
1735,76543,Lockport Energy Associates LP,43.161,-78.743
1736,76552,Shoemaker,41.427,-74.418
1737,76560,Stark,44.454,-74.76
1738,76563,Five Falls,44.526,-74.848
1739,76565,Gowanus Gas Turbines Generating,40.663,-74.004
1740,76582,36005001900,40.804,-73.924
1741,76654,36005046201,40.873,-73.826
1742,76655,36005046202,40.878,-73.833
1743,76684,36017970300,42.532,-75.526
1744,76702,36025970600,42.173,-75.126
1745,76703,36025970600,42.173,-75.125
1746,76735,36029010803,42.9,-78.741
1747,76779,36047001800,40.656,-74.009
1748,76862,36047044900,40.717,-73.93
1749,76951,36055013104,43.08,-77.632
1750,76980,36059407301,40.731,-73.597
1751,77029,36061006800,40.739,-73.983
1752,77032,36061007200,40.744,-73.98
1753,77033,36061007200,40.744,-73.979
1754,77037,36061008200,40.75,-73.98
1755,77042,36061009600,40.755,-73.98
1756,77053,36061013600,40.772,-73.948
1757,77054,36061013600,40.772,-73.947
1758,77056,36061013800,40.774,-73.953
1759,77094,36061025100,40.839,-73.939
1760,77095,36061025100,40.839,-73.938
1761,77098,36061027700,40.854,-73.926
1762,77121,36065023400,43.099,-75.288
1763,77157,36067014400,43.095,-76.096
1764,77161,36067015400,43.077,-76.016
1765,77162,36067015400,43.077,-76.015
1766,77179,36071011900,41.379,-74.36
1767,77196,36075021401,43.403,-76.554
1768,77197,36075021601,43.457,-76.515
1769,77200,36075021605,43.465,-76.488
1770,77224,36081010300,40.78,-73.914
1771,77231,36081014300,40.765,-73.911
1772,77233,36081014700,40.762,-73.91
1773,77236,36081016300,40.755,-73.909
1774,77254,36081025500,40.749,-73.907
1775,77335,36081079900,40.746,-73.826
1776,77359,36083051500,42.632,-73.744
1777,77390,36085029102,40.608,-74.186
1778,77394,36087010101,41.262,-74.02
1779,77395,36087010102,41.222,-73.995
1780,77401,36087011102,41.099,-73.947
1781,77410,36087013003,41.061,-73.933
1782,77411,36087013100,41.093,-73.922
1783,77412,36087013402,41.02,-73.918
1784,77426,36093032101,42.815,-73.874
1785,77445,36103110600,40.903,-73.342
1786,77450,36103112206,40.779,-73.423
1787,77465,36103135209,40.816,-73.249
1788,77470,36103145701,40.812,-73.213
1789,77498,36105951100,41.699,-74.552
1790,77523,36113070500,43.31,-73.63
1791,77535,36119000201,40.919,-73.898
1792,77537,36119000300,40.931,-73.895
1793,77540,36119000802,40.956,-73.875
1794,77541,36119000900,40.973,-73.869
1795,77542,36119000900,40.973,-73.868
1796,77548,36119001900,40.964,-73.865
1797,77555,36119002600,40.895,-73.827
1798,77556,36119002600,40.895,-73.826
1799,77583,36119010200,40.99,-73.87
1800,77590,36119011200,41.053,-73.813
1801,77593,36119011400,41.065,-73.853
1802,77626,PSEG Linden Generating Station,40.621,-74.206
1803,77627,PSEG Linden Generating Station,40.621,-74.205
1804,77635,Bergen Generating Station,40.837,-74.023
1805,77640,Linden Cogen Plant,40.631,-74.215
1806,78036,34017010800,40.658,-74.102
1807,78605,42015950900,41.756,-76.394
1808,78886,42049001100,42.103,-80.114
1809,78955,42069110600,41.554,-75.509
1810,95339,PJM Proxy,42.251,-79.764
1811,95340,Brentwood,40.781,-73.246
1812,95341,Bayswater Peaking Facility LLC,40.61,-73.761
1813,95342,Binghamton Cogen,42.107,-75.928
